Country Name,Country Code,Cluster (2020),Series Name,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Pakistan,PAK,1,GDP per capita (current US$),1368.4269614041655,1464.9261954181025,1482.2130665179698,1288.556324504344,1188.8597569216167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,1,GDP per capita (current US$),16835.986002934867,16019.989892750857,15895.259896153202,15232.487084050887,14243.864691576387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1,GDP per capita (current US$),14343.980257215859,15146.408511534775,15544.999078844867,15774.254940684668,12509.835290141416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,1,GDP per capita (current US$),2509.6296368993117,2695.249008559562,2801.3713930291547,2820.306396506892,2757.2175297369604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,1,GDP per capita (current US$),5324.609067777768,5678.869972200001,5782.784549812856,5380.963321841301,5001.072760451913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,1,GDP per capita (current US$),6204.996457479603,6710.507602141641,6957.793411493588,7027.612206977226,6126.874539788668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1,GDP per capita (current US$),3073.654685709465,3123.2456417484477,3252.1102741002433,3485.3408438976994,3298.82958569657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,1,GDP per capita (current US$),12447.439591280814,13864.681757997289,15468.482219410484,15732.203131175449,15720.99466355601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,1,GDP per capita (current US$),19978.401214968002,21437.347503679397,23551.048290561375,23330.817288932005,22176.296711692896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,2,GDP per capita (current US$),30627.16340170113,31108.76056976753,31604.70151445784,32850.54861235923,32290.921136093104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,2,GDP per capita (current US$),57162.96801177671,59124.86727120725,65907.94843504085,62276.42869443654,50124.385936172825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,1,GDP per capita (current US$),9548.587402982675,10807.009167199336,12398.98197876661,12899.346111289662,12896.088621162235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,1,GDP per capita (current US$),8704.89841329594,10720.3326583505,11287.3552780815,11497.6492498593,10126.7217935297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,1,GDP per capita (current US$),744.7607487559773,772.3169891459186,783.6371628148081,820.1492885585942,797.8555206717484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,1,GDP per capita (current US$),4109.663227740808,4258.978767103445,4187.504729236637,4322.8684566404545,4067.843458737623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,2,GDP per capita (current US$),43828.23246093149,45399.029060554894,48996.59224882401,47731.20853993475,48685.83271073345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,1,GDP per capita (current US$),1700.097996663644,1813.8074335970416,1953.5132573675983,1987.5797016681831,2157.8404456966778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,1,GDP per capita (current US$),19878.76383650157,20802.46631346479,23337.017549434706,23139.797980823747,20110.31619249115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,1,GDP per capita (current US$),1269.9032938598457,1361.7019721837473,1458.0690925814524,1430.1482590016221,1471.8309617071127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,1,GDP per capita (current US$),5765.200762027113,6292.5436292670665,7252.401857739923,7417.203648522012,7720.510571952335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,1,GDP per capita (current US$),15068.620349418406,15945.264926626294,15994.819861553355,16213.48075692484,10764.420422461086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,1,GDP per capita (current US$),501.4151655239535,496.68229487313147,533.9915332659843,521.7548367222407,509.37659398732154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2,GDP per capita (current US$),56848.175391836674,61176.45636115648,66679.04648997521,65640.70794849847,59797.75218011881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,2,GDP per capita (current US$),31616.681699266654,29369.056827816916,29160.10381106891,29743.30588729029,30338.172005036096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,1,GDP per capita (current US$),16501.083845098623,17494.72879020359,19380.513507054766,19303.54565813827,19266.513573624732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,2,GDP per capita (current US$),21663.64341376698,23455.944725922203,26104.102788994947,25942.954774143614,25517.330665260026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,1,GDP per capita (current US$),2225.4868420927314,2332.844215855452,2411.8629263527737,2344.0489761531494,2250.601163860695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,1,GDP per capita (current US$),5756.965740988038,6690.939847350963,7005.095412660223,6624.761864933093,5655.867653903962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,1,GDP per capita (current US$),286.0,277.0,359.0,343.0,322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,2,GDP per capita (current US$),26505.343215520417,28100.58624194529,30349.752098436053,29555.31569850792,27063.193918029858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,1,GDP per capita (current US$),3886.291501652389,4077.043840874877,4059.2082298494656,3852.265602874151,3680.6734766174536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,1,GDP per capita (current US$),19541.12783297931,20384.747881096562,20567.49911359164,22046.689912079622,18437.74892353626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,1,GDP per capita (current US$),10362.351658877755,11034.629849655685,11353.7152084186,11591.080475699857,8804.561048313395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,1,GDP per capita (current US$),7074.5487647385025,7213.0258570627875,7361.400961800199,7460.153361792705,7278.016296736947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,1,GDP per capita (current US$),1069.83995681729,1011.5212160524,740.746767001408,610.927861513165,486.418816281925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,1,GDP per capita (current US$),5872.789428661659,6295.560561735779,6938.08698147294,6853.693410779883,4916.605666379178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,2,GDP per capita (current US$),51965.15715319852,53791.50872984028,54589.06038606061,51939.42974452912,52274.40878687977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,3,GDP per capita (current US$),83073.2800824812,83352.08865334115,86388.40495271837,85334.51946209093,87097.03645037643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,1,GDP per capita (current US$),707.5052667236217,942.5189158657063,1268.2358486405403,1334.3705933329343,1361.058005199593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,1,GDP per capita (current US$),807.1025861043404,848.6723799032391,853.218873401321,890.5444023557328,859.1379611213678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,1,GDP per capita (current US$),966.503016569611,1004.90658838695,1042.8387560513,1085.88486002476,1076.46970642052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1,GDP per capita (current US$),5993.305516100454,6593.818351571382,7296.879607723391,7817.009671189181,7186.8740920652535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,1,GDP per capita (current US$),1353.7549342280624,1299.4946350723098,1249.1383505195292,1583.7135764662212,1442.7307382501467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,1,GDP per capita (current US$),803.1518934041002,830.7452766514375,901.5230168989367,893.3524541216748,914.9507924532122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,1,GDP per capita (current US$),4157.8772487609485,4513.432530634902,4740.7002722447605,4903.012138354493,4624.823448828439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,1,GDP per capita (current US$),16250.62868799281,16173.740050202325,17037.862356189715,16637.16293876974,15425.635109478506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,1,GDP per capita (current US$),3924.363345916533,3687.777460855031,3680.89259713943,3574.6540241845405,3521.591948086388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,1,GDP per capita (current US$),10894.603377927504,10589.667724687044,9454.34844272271,9121.515166737083,8536.433319606316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,1,GDP per capita (current US$),6387.682575272544,6587.092604397877,6967.375042588062,7612.035180094521,7764.275883696411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,1,GDP per capita (current US$),28241.479293177963,27545.128785429464,29553.136697905327,31350.86662826622,23879.926649103774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,1,GDP per capita (current US$),3253.8995355862735,3574.065287518042,3701.7092545069286,4055.895609597382,4143.109752630109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,1,GDP per capita (current US$),736.5598474121331,746.8307529283508,770.6007843432924,798.5857341339591,822.0276815316663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,1,GDP per capita (current US$),2187.73050991433,2638.3260548504,3096.56169661923,3661.45620430228,3724.93843689756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,2,GDP per capita (current US$),38141.86713134513,40644.79119017717,43839.32448669031,42701.443045478234,36284.55524295523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,2,GDP per capita (current US$),41499.55570330727,40857.755582962665,43646.95197114935,43070.498359588775,41059.168809054696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,2,GDP per capita (current US$),58021.400499712516,60109.65572604766,63064.4184096731,65279.52902609528,63593.44362095408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,1,GDP per capita (current US$),16715.633474625283,18690.893840141114,18703.86029244782,17688.015007689984,15438.411665729105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,1,GDP per capita (current US$),2704.677187981681,1916.7646424677932,1597.0683366108963,1784.0098160819514,1750.6971132129054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,1,GDP per capita (current US$),2805.6653201640415,3082.475083094658,3125.4049991895217,3116.297759125286,2870.0893002891426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,1,GDP per capita (current US$),9092.0,4725.0,3404.0,2299.0,1690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,1,GDP per capita (current US$),2192.174482475454,2365.5216150611423,2566.447487006298,2715.2759801099546,2785.724160876032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,2,GDP per capita (current US$),35324.97488745861,35365.069303977405,36448.257492920624,38136.66576043649,38899.39907564522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,1,GDP per capita (current US$),3527.6138241317785,3620.3604871593707,3562.3309427025574,3656.858271370109,3239.73110812657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,1,GDP per capita (current US$),1152.720965770696,964.2648105411891,758.1452415694234,691.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,1,GDP per capita (current US$),1280.8065425760392,1535.196573981981,1516.36837125728,1305.001030804026,985.1324360388694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,1,GDP per capita (current US$),1464.5889571584091,1235.1890319206368,1254.6422649443412,1316.7406569287105,1214.5098202353445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
